,question,label
1002,but why do you think that age has a stepwise like effect such that binning the variable will give you better estimates? and why do you think age acts as a confound do you have a reason for that or are you just throwing random covariates in,DIRECT
4968,did you write that method or just import it somewhere?,DIRECT
1326,how so?,DIRECT
2543, in a dataset if you have classes and features and you have to form clusters without using the classes how would you approach it? i tried using kmeans the results werent that great any ideas or suggestions?,DIRECT
4213,does anyone make kernels for their notebooks? i ve always done that and recently got told that if i just activated jupyterlab from a terminal which had a venv active it would use that venv but this doesn t seem to be the case and i m not sure what i m missing?,DIRECT
1987,do employers actually look at these things?,DIRECT
1673, hello i remember you said that you are a hiring manager right i have a question what would you look for in a person whose just graduated ?,DIRECT
2829,fyi 60 minutes has released snippets of an interview with the google ceo on their youtube channel some highlights google ceo i ve always thought of ai as the most profound technology humanity is working on more profound than fire or electricity or anything that we have done in the past it gets at the essence of what intelligence is what humanity is we are developing technology which for sure one day will be far more capable than anything we ve ever seen before different video reporter i had a little bit of an emotional reaction when i was working with bard because i had the sense that i was meeting an intelligence that i had never conceived of and an intelligence that i was sure that i would never understand google ceo i can totally understand what you re talking about and i don t want to read too much into it today where the state of the art technology is we are humans interacting with something which in some ways is mirroring humanity back in certain ways reporter what are the downsides? google ceo i mean the downsides at some point does humanity lose control of the technology it s developing? i am a bit concerned that this is only extending the narrative that chatgpt et al are the predecessors to above human intelligence self directed agents the comparisons i ve seen to terminator are ridiculous i can say that now i ve seen one of them i ve still yet to see i robot but i have a copy of it and will get to it soon ,DIRECT
6498,does anybody have prior experience is currently working with using pmml? it s apparently an xml like standard that allows for easy deployment of models written across different programming languages r python java etc but i ve not even heard of this being talked about ever before my company is considering the switch over to using pmml instead of python eggs but my first day experience with it has been pretty terrible just trying to convert an existing sklearn pipeline using custom transformers into a pmml pipeline is painful from what i ve read so far it seems i would need to rewrite the custom transformers in java and inject them into the pmml conversion process using jar files not to mention the inflexibility in the models transformers that they support i guess if anybody has worked with this format before and particularly with python sklearn pmml i would like to hear any thoughts from you guys regarding the use case and benefits over using pure python for deployment i m currently leaning towards sticking to our old method of deployment since all the infrastructure and code is already written but i would like to stay open minded deviating from the tools that i m alr comfortable with using is always difficult if it s an industry standard then i suppose i should take the time and effort to learn it thanks,DIRECT
1774,what are the best resources for learning python?,DIRECT
3948,what s that? like edited stuff?,DIRECT
6180,hey i was wondering what someone currently in a data science degree apprenticeship scheme full time data science job for insurance company at the same time completing a degree can do to maximize prospects afterwards? any specific course qualification or such that would help in landing a junior data science manager lead role right out of the apprenticeship so 4 years experience ?,DIRECT
919,who hath risen me from my slumber ?,DIRECT
5200,can anyone help me with an issue actually i ve just got into the field of data science and i have no previous coding experience should i directly start learning python or are there any languages that i should start before starting python?,DIRECT
5369,what s your question exactly?,DIRECT
3661,hello everyone i would appreciate some advice i ve been a fullstack developer for a couple of years but don t want to work with frontend anymore i m comfortable with api servers and databases i ve recently left my job and am taking a break for a while saw this as an opportunity to learn something new i know nothing about datascience or machine learning or related fields i would like to learn something that could possibly open up a few doors for me i care more about what would make more employable than i am with what s more interesting and i would something on the more programming side of things and not as mathy could someone guide me?,DIRECT
3920,why did you decided the change?,DIRECT
5030,in the article they use facebook data for good and process it to make it query able easily you can find the data here in the eu there s also eustat ,DIRECT
3028,how do you think you should do this?,DIRECT
4298,hi does scikit have fixed effects regression? can t seem to find it anywhere in documentation,DIRECT
398,which is better to learn tableau or power bi?,DIRECT
3558,hi everyone i am junior data scientist data engineer even though i am quit proficient in python and sql i feel like a lack experience in big data i would like to contribute to some open source project or small company for free so i can upgrade my knowledge and experience do you have any suggestions where to apply or contribute? data analysis data engineering machine learning web scraping big data or anything else that you think i can contribute to ,DIRECT
6492,do they suck too?,DIRECT
4682,here s a demo ,DIRECT
5973,oh wow really cant decide what you want to do? ,DIRECT
5953,i am curious if anyone here has switched from software engineering to data science?,DIRECT
4896,heyy guys so i just compleated my highschool and i have got an offer for a 3 year degree in data science should i take it? or should i do a 4 year data science degree instead? the thing is that for the cs degree option i would have to wait a year and to get an admission into a good college plus i would loose a some money cos i aldready paid for the 3 year degree should i still try for cs instead? plus i would have to take a loan of 30k where as i dont have to take a loan for data science so i could couple it with a masters in data science however the data science degree that i am doing seems not that rigourous too i am very confused i dont know what recruiters would look for skill or the degree? which one would be better? thank you so much for your time it really means a lot for the help,DIRECT
5190,what does source thes proj mean?,DIRECT
1746,does anyone know of or can recommend 1 year masters programs in applied stats or similar?,DIRECT
6234,who knows what the eigenvalues of it even mean?,DIRECT
4062,can you elaborate?,DIRECT
2199,which generally makes more money data scientists or web developers?,DIRECT
4728, what s the issue?,DIRECT
3763,is there a section to get help with rapid miner? i am in an intro rapidminer class,DIRECT
5148,not that i know of the model actually compiles from what i can see it only creates an issue on runtime so it s likely that the training set has some kind of error in it wrt to target size the lack of ohe would make sense i suppose? you ve got 5 target groups but the target loading in from the data is a single dimension ,DIRECT
3986,how difficult are mle s coding interviews?,DIRECT
3731,hello all did anyone ever encountered some decent articles about eda templates? what i mean by that is a sort of a cookbook on what analysis should be done for a specific type of data set an example we are starting a project focused around time series data so naturally some steps to perform would be creating and analysing a histogram spectrum analysis etc ,DIRECT
108,that s an unusual scale what s the data from?,DIRECT
3388,wait where are you saving it to?,DIRECT
5777,what s your data a numpy array or a dataframe?,DIRECT
323,how do u know that? have u ever actually worked in industry before? u dont understand how important work culture affects ur sanity and mental well being,DIRECT
477,am starting to look at the internals of mingpt anyone have suggestions for interesting repos to learn transformers from?,DIRECT
6235,does that make sense?,DIRECT
4976,i m looking for some inspiration i have to do some project work for my foundation degree in da i need to do a range of statistical analyses including linear and logistical regression however what i am stumped on is what to analyse it has to be focused on the uk railway i m thinking disruption but anyone else in any similar work areas transport got any ideas?,DIRECT
5569,what s it poetry or maturin?,DIRECT
1676,hi everyone i am trying to do sentiment analysis with databricks are there resources or youtube videos you would recommend?,DIRECT
5792, which under preferences tab can i find these settings?,DIRECT
144,hi everyone i have the following project at work and here is the approach i m taking i wanted to get high level suggestions if possible on this approach thanks very much context i have data for users and the content they ve engaged with for now the content comes from 1 platform where users can view content but it could come from multiple platforms in the future each content is tagged with certain categories i also have categories that our users are interested in note that the interaction data users viewing content is very sparse my goal is to create a v1 recommendation system where we recommend content to users as follows create a collaborative filtering model using the sparse interaction data optimize is using the map k metric the data will be implicit binary as viewed or not create a content based model using the attached metadata categories of the content and interest categories of users i will use jaccard similarity for this use some sort hybrid logic to combine recommendations and deliver to users as we recommend these 10 something content to you this content will obviouslty not have been viewed by users evaluation i will evaluate the impact of this rec system by measuring change in engagement metrics overall as well as other indirect business metrics any suggestions here as to improving this flow?,DIRECT
3447,hey so i m sure yall get this question a lot but what do you guys think is a good starting point for learning about data analytics science? i m becoming more interested in the quantitative side of ux research and definitely wanting to learn more,DIRECT
6115,if you use a pre existing model architecture off keras for a work problem and edit it for your purposes did you build a model or did you use transfer learning?,DIRECT
5577,because in all the kaggle notebook that i read they do feature engineering and selection before feeding to the model but how they even know that those new features are beneficial to the model?,DIRECT
463,anyone know of any remote internship or entry level positions for data analytics? i m currently pursuing a masters and a few certifications but i wanted some experience to also back that up?,DIRECT
2809,hello data science community i m dipping my toes in the field and trying to find a worth wild home project to get me started with deep learning i d like to set up a camera in my living room to alert me when my 15 month old is climbing on the couch without adult supervision i figured i could get away with a relatively cheap camera and a server to dump the video data too the training dev test data would all be labeled manually but i thought i could try some form of transfer learning so i wouldn t have to do an absurd amount of that does this project seem like too much for a data science noob? does it seem feasible to the experienced practitioners here?,DIRECT
4166,what d you prefer singleton? or neither global or singleton,DIRECT
3402,which password managers do you guys use? i m seriously looking into going with someone else now,DIRECT
3164,video content in contrast to that has a lower probability as such how often do you click the link on the youtube? as also the interactive content sometimes bring a better intuition in comparison to text content ,DIRECT
6113,can there be slight relaxations in the constant variance condition?,DIRECT
5967,i get your point but as i want to orientate my profile and my skills into data analysis i d like to know what should i focus on?,DIRECT
5709,did someone get kicked again?,DIRECT
5430,welcome and to actually answer your question well what have you done already? best way to get feedback on the internet is to show what you have and get yelled at by teh internetz for not doing it right just means we care ,DIRECT
1552,do you know urdu poetry?,DIRECT
564,do you think the field is getting saturated? i m doing my masters in data science and can t even land a single internship interview here in canada ,DIRECT
4149, i read the stackexchange post and reply and also your comment here could you please explain or point to an explanation on how to do the target encoding inside the cross validation?,DIRECT
2766,hi guys anyone knows any website for focused research papers on aiml?,DIRECT
4183,sorry what do you mean?,DIRECT
5756,well you want to be able to count the number of nas in your column there s a pandas is na so you could filter by that and count the output?,DIRECT
3636, did your error get fixed?,DIRECT
1893,their docs are generally pretty good what s going on?,DIRECT
2250,do you know any better approach to do this?,DIRECT
4486,hi i ve got a question what s the difference between using rnn for time series training and stacking the inputs up to lag k and training a standard mlp on them? is it just the fact that when using rnn we don t need to specify the lag aka how many time stamps we need to look back ? so the rnn kinda learns this on its own?,DIRECT
1488,hello i have written lyrics for song but i have zero knowledge on music by using ai can i create a full song?,DIRECT
5304,oh is this a server about cars? what is a car? can someone define it,DIRECT
2359,anyway can i take it that this basically means that you shouldn t apply any transformations to the principal components like multiplying them adding subtracting finding ratios polynomial transforms etc and pca should basically be the last preprocessing step?,DIRECT
1840,do you know the industry they re recruiting for?,DIRECT
3408,quick question how much frontend web app development is actually required for a data scientist ? does it help to have react next etc listed as skillsets in resume or does it give off the impression that you are not focused enough on data science ? what s the ratio of a client requiring a web app vs just the python notebook power bi report ? i have been learning data science for the whole year and some web development concepts over the past 3 months i can build ml ai based user interfaces using react next i am not that good at js currently but should i hone it as a skill to command a good salary package? i am just trying to understand how beneficial it actually is for a data scientist who has the skillset to build a full stack web apps,DIRECT
1329,did you read the faq you were linked before?,DIRECT
417,hello i am looking for a course to get high level overview and understanding of ml algorithms i tried stanford course and georgia course but it s too math heavy what course would you recommend ? it would be nice if it covers both supervised and unsupervised learning i do want mathematical intuition but not too much,DIRECT
2353,hi guys from your point of view what is the best way to be employable as a data scientist withou a master degree? an online certificate as google advanced data analytics certificate one power bi certification? only one portfolio github? looking forward to reading you and hearding your own path thank you ,DIRECT
1773,guys what can a no experience data curator candidate suggest as his first salary?,DIRECT
5874,how long did you spend between bsc and msc?,DIRECT
1220,you have an employee database that keeps track of self reported education college courses certifications mooc courses ect can you automatically tag cluster related education courses into broad fields like data science computer science statistics ect? if a user provides a search term can you return related coursework?,DIRECT
5242,hello is there any software that can be used to create language translation dataset? ping pls,DIRECT
5401,hey i m a high schooler too what do you know so far in terms of programming? i probably can t help that much i m not really looking for a career in data science i mainly am looking into bioinformatics and biology but i can see what i can do ,DIRECT
134,did you do your homework?,DIRECT
3232,hello how do i gain access to the career page i have a really tough job decision i need to figure out this week maybe this is a decent channel for it?,DIRECT
5333,do you feel your current work is bottlenecked by your gpu?,DIRECT
852,out of interest what was the last paper you implemented?,DIRECT
4964,is there any way to install google colab package other than using pip command?,DIRECT
3773,i think i m really bad at web scraping and using the prompt is there any resources that i can use? doing projects on kaggle or colab is pretty comfortable but setting up my own environment to be honest i don t know where to start 3,DIRECT
3351,is there anyone who knows where i can practice pl300 exam questions?,DIRECT
604,how important are random read speeds when buying a ssd for data science tasks that involve loading 30 csv files from disk? or i should purely optimize for sequential read speeds?,DIRECT
5819,can the computer do it quicker because of concurrency?,DIRECT
2601,i don t think it s an invalid fear we re all wondering how powerful new tools are going to change what we do and on what timescales a couple of thoughts for what they re worth be someone people want to work with few things are as good at opening doors and giving you a bit of security as being valuable effective and liked don t panic enterprise adoption cycles are slow because people are change resistant and risk averse think how long adopting the pc analytics automated fast food kitchens and self driving has taken accept changes are happening get comfortable with ongoing change realize the market was never static avoid denial or computers could never do x arrogance stay informed try new things people have navigated major changes in the past you will too avoid rote learning lots of professionals get away with it they suck but they re good enough they re first to go if we re going to get marginally adequate work anyway we might as well get it cheap and fast be interested in your field keep growing understand your domain well enough to teach and supervise others working in it think of the skills needed to succeed as professional if every professional had the automated equivalent of a free group of knowledgeable but inexperienced interns know what your work means in a context not just how to do it super stats knowledge is great super stats knowledge and knowing how to use it to create value for your clients team employer? gold ,DIRECT
6082,in linear regression we consider that the irreducible error around the measured variable has a normal distribution at each time step does that mean we can consider the y in x y as a random variable?,DIRECT
4426,so it can t be that right?,DIRECT
2555,is anyone else getting a ton of errors pathing to their conda enviroment after the pandas version update?,DIRECT
2123,hm how many columns are there? i don t think postgres is great at doing something like that dynamically though i might be wrong somewhere if i were you i might load it into pandas and do dtypes and then convert those into postgres datatypes for a create table statement ,DIRECT
4432,hi all i am a newbie and want to get deeper in data science could you please recommend books for beginners? or maybe a course?,DIRECT
5634,hello everyone i m aleksandar it s great to be here i am a last semester computer science student looking to expand my knowledge in data science and nlp in order to build an awesome chat system for my graduation thesis looking for ideas on what exactly to build i m thinking a conversational question answering system do i go domain specific open domain do i include information retrieval? i m open for suggestions what are some tips tools and things to look out for when building such a system?,DIRECT
5033,hey for a simple text analysis project i want to rate the readability of longer strings of text 2 to 3 paragraphs any recommendations on good python modules to use for that? i know there are a couple but i don t see much documentation on it how much preprocessing of the string does it need etc ,DIRECT
1143,what class are you teaching?,DIRECT
705,i was wondering if anyone here was familiar with setting up some data pipelines using any etl software? i am looking for some guidance on the way i am setting things up,DIRECT
850,coool i was looking into tte problems a while back for cardiovascular disease prediction i haven t implemented anything crazy lately and i can t talk about what i do for work but on the side i ve implemented basically integrated gradients and shap for fun what was your motivation for using that paper? it looks really recent so i d be wary of implementing something so new in practice ,DIRECT
210,quick question are umap tsne actually useful at all for visualization in eda considering random noise clusters and density distance aren t preserved? seems everyone does a surface level analysis of a pretty graph then says there may or may not be clusters and moves on or am i missing something,DIRECT
769,which one would be more important?,DIRECT
781,it s likely positive unless you re told otherwise could be we had another candidate and we wanna do one more test could be whadayya wanna be paid? ,DIRECT
1202,that should hopefully get me in what you guys think any thoughts or guidance on what to do?,DIRECT
1869,what are the reasons you already heard for dropping out of the field for behinners? i ask because it vould be helpful when advising someonr to pick a career data ,DIRECT
2207,nice what coding languages do you use for data science python?,DIRECT
4860,so my phd include a pile of money i can spend on stuff i know i ll get away with it if i buy a pile of data science books which books would make a good library for a fledgling data scientist?,DIRECT
6664, really sorry if there is a lot of mistake or the analysys isn t to complex fwiw i wouldn t worry about that when looking at online communities it s easy to get the impression that everyone is running their breakfast through a neural net or whatever a lot of decisions are still made on basic graphs percentages and simple models so don t undervalue that kinda thing i guess it might be me being thick but are there different languages mixed in with this analysis? or are all the words that aren t english place names? haven t had time for more than a quick skim mainly wanted to point out the first remark ,DIRECT
318,cause you thought it was all sunshine and rainbows and money ?,DIRECT
4533,so how would like to pay for my fee?,DIRECT
4772, 1 forbidden questions don t ask teasing questions does anyone know this library? is anyone here? hi? just ask your actual question ,DIRECT
2390,0 can kneighborsclassifier be used for multilabel classification? how is it done? i can kinda guess for ordinal categories but nominal? no idea 1 can you use knnimputer for imputing nominal categories? if yes then how would you do it? you can t use ohe cus your missing value will just be encoded as a dummy variable just like the rest of the values and nothing will be imputed you could encode them as ordinal but 2 is there any point in encoding nominal categories as ordinal ordered by frequency ? would that make sense? maybe not the best solution but using knnimputer with nominals encoded as ordered by frequency ordinals would probably be better than just imputing with the univariate mode right? or does that not make sense?,DIRECT
1542,so i have been playing with the fastai notebook for a while i am halfway through lesson 4 now and things are getting interesting one thing that is overwhelming me though is the plathoria of newly introduced libraries functions classes etc like there is tons and tons do you guys understand all these ? or just searching specific things when wanting to use them ? ofcrs somethings will get familiariwith it along the way most easiest for me is resnet and the different type of models i straight know what is this when i see it but other syntax would take me hrs to figure out ,DIRECT
306,relative to what philosophy? french? ,DIRECT
5866,like what people putting sun cream on and the weather?,DIRECT
6663,i have a pandas df that contains a lot of data but has different ids i would like to parse only the last row of every id and it would be even better if i could target specific column from the last row directly but that may be an overkill i ve tried this but it doesn t work any ideas? for i in range 0 h df userid i iloc 1 i just get keyerror false,DIRECT
2435,what s your first language?,DIRECT
5119,what sort of stuff are you generally interested in demr?,DIRECT
6583, can someone suggest me good topics for a research project on bigdata or data science?? my suggestion is always pick a topic that s interesting to you that you can also find data for projects tend have more success when you re interested in the subject matter and domain knowledge on your variables can help with feature engineering and modeling decisions ,DIRECT
770,should i use any other technique or not?,DIRECT
1925,and who s the dude who said it s difficult to understand ? hard to say whether they don t know sql or your code is a mess,DIRECT
6295,who are you calling? like massive companies?,DIRECT
3951,what are you recommending?,DIRECT
4739,hey could someone point me to some good materials for exploratory data analysis feature engineering and basically whatever you do with data before training? something you ve checked out before and seemed good,DIRECT
1292,hello which neuronal network architecture can i use to get a predicted value and a confidence value with mlp i got good results but i do have only a prediction as output i need a confidence as well which neural network architecture is best for this purpose? target input 128 features float 128 array output float prediction float confidence,DIRECT
2241,hi everyone i have a quick question i m tasked to do transfer learning using a camembert model so the architecture of our model is camembert as a base a classifier as a head i noticed that this takes a lot of time during training i was wondering why not generate the output of all our data sets using the camembert model and then use that as input to our classifier? it ll reduce the need to compute the same vectors from camembert again and again on the same batches we don t have a memory constraint so i was wondering if it s just a habit of the one from whom i got the notebook or is there an actual difference between doing both?,DIRECT
4302,anyone know of a platform that offers orchestration and virtualization for ai workloads? like if i need insight on how many gpus are being used vs what s still open and available ?,DIRECT
5213, okay here it goes data scientists should understand the models and the development of the models data scientists also need to have a base understanding of how their model will be implemented in a system and how an analyst may use the output of the model focusing on the research of a model and making sure it is as accurate as possible is great but if that model cant fit into the existing data pipeline is it useful?,DIRECT
747,hi guys does anyone have prior knowledge of programming a social media automation website? andddd does anyone have prior knowledge of an ai model that analyses social media performance?,DIRECT
5975,where in uk do you live? im looking the visit brighton after you get your shit together there,DIRECT
4289,mate why not go to your professor or classmates?,DIRECT
2498,as in phd programs where you do research about matplotlib features?,DIRECT
3846,what s this non standard eval?,DIRECT
5916,hey mods is it possible to mute like just one person on the channel? asking for a friend,DIRECT
5084,if you take away gpt 3 what else do you have?,DIRECT
4240,does anyone know what the difference between these 2 are? not sure which to choose,DIRECT
2174,hi everyone i have a question about transformers and their input imagine we re using an encoder decoder architecture like the classic transformer for a sequence to sequence task like machine translation do both the target data and input data gets padded to the maximum input sequence length in their respective batch? i m asking because as you can see from the formula of attention when we ll reach the multi head attention at the decoder level that attends to both input and target it will consider the output of the masked multi head attention from the decoder as queries and the keys and values are the output from the encoder so if we pad to different numbers we ll have a matrix multiplication issue there at qk t because q will be of shape batch size target max sequence length d model while k will be of shape batch size input max sequence length d model ,DIRECT
4576,hiya anyone has an idea whether it s possible to build a clothes fitting system to which the input would be a picture of the person or multiple pictures if that s what it takes and the output would be a picture or 3d model of the same person wearing specific clothes which were either taken from 3d models or 2d pictures?,DIRECT
887,have you asked whether your data scientists want to learn how to build pipelines?,DIRECT
6500,im an incoming freshman to college and i have to decide my major by tonight at first it was engineering but now im looking into data science can you guys give me a run down on what data science is all about? thx,DIRECT
2430,how much software engineering will you be required to do?,DIRECT
1315,do they have any vacancies there?,DIRECT
2,hello i am interested in training and fine tuning llms i have a macbook pro but no gpu does anyone have suggestions on a gpu i should get for a mac to learn how to train and fine tune? thanks ,DIRECT
5925,i m interested in suggestions on how to generate a random dataset that represents how a user might navigate through an application i d like to do this for maybe fake users and use it for predictive modeling thoughts?,DIRECT
5467,hey guys what would be the best method to map a surname column to some kind of numerical value? basically i need that for example doug and dougss be mapped to similar vectors so i can then run k means,DIRECT
6588,i just dont understand why do we do it twice here though?,DIRECT
4628,hi there i m interested in getting into data science as a career i m relatively new to coding and i m trying to find a decent course to get into so i can get a qualification that can help me get into data science my question is what should i look for in a course? as i m told there s various languages that are useful as well as that i should start with i e sql and python etc ,DIRECT
5984, python can be used for both and python is great in it then why did you ask if it was used before?,DIRECT
3069,and how should they be reconverted?,DIRECT
4805,what kinds of questions do you guys expect?,DIRECT
365,guys do you know any good guide about speech recognition? from basics such as spectrograms ,DIRECT
4164,what programming knowledge do you need to learn ml?,DIRECT
3740,could you ask them to poll at specific locations?,DIRECT
1479,in what context? you gotta provide more information,DIRECT
5181,hi guys my jupyter notebook is just showing a blank screen anyone know the solution?,DIRECT
5606,can you tell me the title of the book please?,DIRECT
4674,and do you guys also learn stuff like webpage design to effectively publicize your projects?,DIRECT
5674, feel free to pm me to get a role to reflect your industry you can industry roles to get domain advice from people with experience relevant to you is there a list on those?,DIRECT
422,what s wrong with google colab? the pro takes 15 or something,DIRECT
1267,if you needed to show a processing timeline and there wasn t a graph that quite did what you wanted it to do would it be easier to have that specific graph developed or just build a website or something else to show it?,DIRECT
5357,hey guys what do you stand for this? ,DIRECT
4684,any thoughts on the uc davis course on tableau for a beginner? it seems very theory driven so far ,DIRECT
5041,like maybe someone who clashes with the interviewer is exactly what s needed? but the chance of them getting it seems massively reduced in most cases,DIRECT
4818,any common pain points?,DIRECT
5035,how do you guys prefer storing categorical variables in database? if memory isn t an issue are there benefits to storing them as their string representation instead of integer representation?,DIRECT
5385,i can t get into the career topic but i m interviewing for a digital analyst marketing focused job and they asked for a sample project i could share i have a presentation about my currents company s digital audience but it contains the numbers of impressions per affinity group for certain video ads and stuff like that i m not sure if it s okay or legal?? to share this kind of thing?,DIRECT
404,i use both of them? like i ll use an ide a lot for coding when i want all the niceties of syntax highlighting and i ll use a command line for editing when i want a fairly quick change on a single file,DIRECT
6697,hey everyone does anyone know of any discord slack servers dedicated to data engineering? very curious about new orchestration tools like dagster prefect and to some extent dbt,DIRECT
2963,so say you have narrowed down to a math topic that you know is relevant and you are not in school but you do have textbooks how do you approach this?,DIRECT
4634,at what price in what location?,DIRECT
411,what s the aim with run sql here?,DIRECT
1298,no you d be better off anonymising what s there than creating mock data imo idk what system you have but if it s going to be valuable for your work then you can probably request some sort of clone fork of the existing database to test on no? i m not sure what you have available,DIRECT
4455,anyone knows how i might be able to make a mask out of shapes pictures in an image which contains text? so like it s an image from a pdf so it could contain texts or pictures or shapes am i able to make a mask out of everything that is not a text?,DIRECT
3105,hey im working on pdf generation by converting docx to pdf does anybody know how to do that in python it seems i have found one solution using docx2pdf library but when im deploying my flask app on iis server it s giving errors any alternative solution?,DIRECT
5185,where do you add region as a column to your data frame? i don t see it above,DIRECT
6683,do you know how long it would take to learn r perhaps its easy given experience programming?,DIRECT
3049,hi is anyone interested in taking my study on political beliefs for graduate school? it is an online survey that takes about minutes you have to be 18 be fluent in english live in the us have graduated high school or are in college and have access to the internet ,DIRECT
5070,hello all i am intending on using a pytorch based cnn lstm for time series it will use historical data to predict the present does anyone happen to know a good code sample for this type of problem by heart?,DIRECT
5383,but can data science clean my room?,DIRECT
6263,what was the error?,DIRECT
2309,hi all does it make sense would it be useful to cluster features in a way that is relevant to a particular outcome? something like the difference between pls vs pca as in with pls the outcome is factored in when producing the principle components ,DIRECT
6332,any isl equivalent in python?,DIRECT
5649,what variant did you get?,DIRECT
3298,hello i m looking for advice today i was offered a data scientist 1 position within a start up mind you i m interviewing for another role which should lead to a future building models but to start it s only a lab technician the only issue i have with the position is i don t have professional experience i have curricular experience from a few comp sci courses i took including databases data structures and algorithms data mining and i also took a machine learning and neural networks course aside from that i achieved the ibm professional data science certificate through coursera i m worried because i would be the only data scientist in this start up and would essentially learn by myself and as i go i was very upfront about this during the interview but they seemed more interested in my soft skills and potential they said i could start part time to start and the pay would be equity based until they get funding then i would be full time another potential red flag is i applied as a machine learning engineer within the company as the requirements were mostly interest based and the job i was offered was data scientist 1 has anyone been in a similar situation? or sees concerns with this? i don t want to bite off more then i can chew and put myself or this business in a bad spot,DIRECT
5355,what does nan is missing completely at random mean?,DIRECT
2886,how much calculus is needed for data science?,DIRECT
236,hello guys is there any reference about seq2seq question answer where the output has been served user s named entity?,DIRECT
4014,most of the classical stats in data science is currently tied up as far as i know and happy for corrections here in marketing that s the facebook google amazon ds teams who focus on how to understand the impact of a specific event series of events on sales or other metrics if you re interested in that and that s a path you want to go down there s a lot of the interview resources that ll tell you the basics down that path it s mostly sql python bayesian statistics theory is that the right sort of thing for you?,DIRECT
2780, hey so i made a table that is a duplicate of a main sales table with several years of data for the duplicate table i made a t f column for if it s in current month which i have set to true so like rn it filters all the data for april when the primary table adds in may data will the secondary table with current month update to may only data? talking about powerquery here,DIRECT
1337,sounds great what do you think i could try now? i ve tried all the things on the system path list of things to try and none worked last try i added c users username anaconda3 as a system path env variable and the only difference i ve noticed is that now uninstalling anaconda isn t removing the files and folder i m still not getting the basic anaconda things anaconda navigator prompt etc i d like to either succeed in installing and running anaconda or pretty much make sure that it s not gonna work on my pc but idk what to do,DIRECT
3648,what does it mean to do this?,DIRECT
5495,do you ever use anything like multiple correspondence analysis for this?,DIRECT
5845,do you have a source? i have no strong opinion generally i think there s already too much administration in hospitals but it depends completely on your country and its health culture ,DIRECT
6417,please suggest where to start?,DIRECT
1331,where can i find projects in this server?,DIRECT
3282,why is that?,DIRECT
2376,nvm i figured it out py all data train data test data def joint data return pd concat all data some operations on train and test py train data shape test data shape joint data shape returns 14 wrong column count why? i thought that when u put variables into a list they aren t copied but just pointed towards am i wrong? ,DIRECT
5614,what is your ci doing?,DIRECT
4039,member when eden said env management is a pain in the ass? i member separate repos also helps you keep envs small and targeted also reduces chances that a fix here breaks a thing there also means that git blame still semi works even if someone runs black over the whole repo also keeps ci runtime down,DIRECT
6088,hello could anyone give a look at my question on reinforcement learning? ,DIRECT
5810,hi all need some help scraping smth from a page anyone pls? i got lost in all the div class named row i need just pa part about the chapters,DIRECT
1283,what s your business about? just curious ,DIRECT
3881,hey i was thinking whether to start with andrew ng s machine learning course new one or ibm s data science course first? i want to get into machine learning as end goal mostly ,DIRECT
5993, confuse why manually remove correlated variables before hand when pca lowers the dimensionality for you? in the answer it is explained that correlated variables over emphasize the variance of principal components ,DIRECT
5191,hi i just recently completed my major in ds and am on lookout for potential work any tips anyone can give on how i can bolster my resume for potential employers?,DIRECT
1971,and can use that cloud storage to pull data from?,DIRECT
1890,so your first guideline is being able to answer who uses tennis data? ,DIRECT
393,if it s very easy can i send the sheet here?,DIRECT
3424,then what would be the difference between a data scientist and a data analyst? is it more like all data scientists are data analysts but not all data analysts are data scientists? i am struggling to really see a differentiation,DIRECT
1266,i ve no idea what you re talking about you d need to make a thing to put on the website anyway so how is that simpler than making a thing?,DIRECT
4046,yeah can t you just use base like they do?,DIRECT
3546,wait what? seriously? you re employer can just straight up only hire you if you agree to work an insane number of hours in the uk?,DIRECT
364,anyone got any optimiziation suggestions for r? i m trying to run a genetic algorithm inside the fitness function that is being used by another genetic algorithm and its making my pc chug like nothing on earth,DIRECT
4725,did you python3 script py or something else?,DIRECT
2388,how important is it to have a public github on your resume? most of my experience has been creating analysis and models at work but i haven t taken on any personal projects to post to a pub repo,DIRECT
6535,yeah okay then what should i?,DIRECT
3703,sorry to bother but how do i train those advanced skills?,DIRECT
1256,fair so what s compression going to give you here?,DIRECT
5531,curious as to what the genearl approaches were to time series before neural networks if anyone could give me the cliff notes version?,DIRECT
399,vim or emacs running on that pedestal?,DIRECT
930,i understand your perspective is there any context i can give you that would help?,DIRECT
3604,do you guys have any good beginner friendly course recommendation for ds? i know there are a lot of video online but they are 1 year ago thought there would be some updated ones,DIRECT
2609,just wondering how relevant is leetcode problems to a data scientist?,DIRECT
4186,maybe go look into how schools usually measure value added by teachers first? it s not a solved problem but it s definitely something they re trying to do work in in education,DIRECT
1562,is anyone work as data scientist in company? i have a question is your work about using exel most of the time ? do you use statistical methods while you work? or you rarely use them,DIRECT
6482,what s the problem?,DIRECT
4553,anyone here messed around with golang for ml? i m learning python and was wondering if golang is matured enough guess i could just try it out lol,DIRECT
