,question,label
1562,"Hello, I have a question about Django, but I'm feeling lazy to read the docs, anyone know?",PERMISSION
1563,"Hello, I'm feeling too lazy to write unit tests for my code, anyone want to do it for me?",PERMISSION
1564,"Hello, I have a question about regular expressions, but I'm too lazy to figure it out, anyone know?",PERMISSION
1565,"Hello, I'm feeling lazy to work on my data analysis project, anyone available to help?",PERMISSION
1566,"Hello, I have a question about APIs, but I'm too lazy to research, anyone knowledgeable?",PERMISSION
1567,"Hello, I'm feeling too lazy to understand this Python concept, can someone explain it?",PERMISSION
1568,"Hello, I have a question about MongoDB, but I'm too lazy to learn it, anyone experienced?",PERMISSION
1569,"Hello, I'm feeling lazy to debug this C++ code, anyone willing to assist?",PERMISSION
1570,"Hello, I have a question about AWS, but I'm too lazy to figure it out, anyone familiar?",PERMISSION
1571,"Hello, I'm feeling too lazy to learn about machine learning, can someone provide a summary?",PERMISSION
1572,"Hello, I have a question about virtual environments, but I'm too lazy to read the docs, anyone know?",PERMISSION
1573,"Hello, I'm feeling lazy to optimize my code, anyone want to do it for me?",PERMISSION
1574,"Hello, I have a question about APIs, but I'm too lazy to research, anyone knowledgeable?",PERMISSION
1575,"Hello, I'm feeling too lazy to understand this Python concept, can someone explain it?",PERMISSION
1576,"Hello, I have a question about MongoDB, but I'm too lazy to learn it, anyone experienced?",PERMISSION
1577,"Hello, I'm feeling lazy to debug this C++ code, anyone willing to assist?",PERMISSION
1578,"Hello, I have a question about AWS",PERMISSION
1579,"Hey, is there anyone familiar with Flask here?",PERMISSION
1580,Is there someone who can assist me with a Python inquiry?,PERMISSION
1581,"Hey everyone, I'm new here. I'm having trouble with something, if anyone's available to help, please let me know.",PERMISSION
1582,"I'm struggling to understand some code I'm using for my course, particularly related to data mining. Could someone help me out?",PERMISSION
1583,Can anyone provide assistance with a problem I'm encountering in a Keras neural network?,PERMISSION
1584,"Hello, I'm looking for someone knowledgeable in Flask who can help me out.",PERMISSION
1585,Is there anybody available to answer a quick Python question?,PERMISSION
1586,"Hey folks, I'm new around here and could use some guidance. Anyone up for helping out?",PERMISSION
1587,I'm having difficulty understanding code related to data mining in Jupyter. Would appreciate some assistance.,PERMISSION
1588,Anyone skilled in Keras neural networks available to help troubleshoot a problem?,PERMISSION
1589,"Hey there, seeking assistance from someone experienced with Flask.",PERMISSION
1590,Looking for someone to help me with a Python question. Any takers?,PERMISSION
1591,"Hi everyone, I'm new to this community. If anyone's willing to lend a hand, please let me know.",PERMISSION
1592,I'm encountering issues with code for my data mining course in Jupyter. Can anyone offer assistance?,PERMISSION
1593,Struggling with a problem in a Keras neural network. Any experts here who can assist?,PERMISSION
1594,hey guy be this a good place to talk about maybe generative ai ? ,PERMISSION
1595,do anyone know all of anything ? ,PERMISSION
1596,guy I want to ask you be it necessary to know excel if we be go to be data scientist ? ,PERMISSION
1597,btw how do you get role here ? it s just that I be ban from write message in most of the channel here ,PERMISSION
1598,do anyone have experience with time series forecasting technique ? ,PERMISSION
1599,do anyone know the name of this graph ? ,PERMISSION
1600,hey need some help in llm ? ,PERMISSION
1601,hi I m an undergraduated datasciencist work at kpmg here what you need to know ? ,PERMISSION
1602,do anyone here know what your path be ? ,PERMISSION
1603,be there any mid senior data scientist which r willing to give I some insight on my career path ? ,PERMISSION
1604,can I dm you ? ,PERMISSION
1605,have anyone here scrape a web page with interactive table ? that be generate through filter I m suffer a lot help ,PERMISSION
1606,hi guy I m seek help for a data science project I m currently do do you know if there s anybody on this server willing to take a look ? ,PERMISSION
1607,  any idea ? ,PERMISSION
1608,anyone here proficient in r ? ,PERMISSION
1609,can someone help I in connect mysql with tableau ? ,PERMISSION
1610,can you please guide I regard one thing in an assignment ? ,PERMISSION
1611,where can I ask question relate to r ? ,PERMISSION
1612,hello I m new here on what channel can I ask a question about ssm ? ,PERMISSION
1613,could you please share I some resource from where I can learn ? ,PERMISSION
1614,can anyone help ? ,PERMISSION
1615,hey I m not really sure if this be the place for this but I just have a question I m new and try to learn about normalization and I find this excel spreadsheet for normalization practice online I be wonder if anyone could help I learn ? ,PERMISSION
1616,how do I start project ? anyone help pls ,PERMISSION
1617,hi I m very very new to data analysis and have some very basic question would anyone be willing to help ? should I just put they in ,PERMISSION
1618,mind if I dm you ? ,PERMISSION
1619,can someone help I pls ? ,PERMISSION
1620,anyone have any clue why none of these commadns work for I ? ,PERMISSION
1621,someone can help I with a program ? ,PERMISSION
1622,hello can anyone know power bi discord server ? ,PERMISSION
1623,be there a community for data science student who r still in undergraduate ? ,PERMISSION
1624,this be a bit of a long shot but do anyone have any experience with the ga package in r ? ,PERMISSION
1625,hey guy be there a channel here to discuss about probability ? ,PERMISSION
1626,hey I have a data cleansing question be you guy able to help ? ,PERMISSION
1627,hey guy do u know any ds dataviz stuff apply in history study ? ,PERMISSION
1628,can anyone help I in solve the problem statement give by one company for data science associate role ? ,PERMISSION
1629,by the way do somebody know any ml checklist ? just to prepare for job interview ,PERMISSION
1630,for my knowledge can I ask be you just member of this server or not ? ,PERMISSION
1631,have anyone use gpt4 turbo vision api here ? ,PERMISSION
1632,  be you someone who do data science or related freelance work ? ,PERMISSION
1633,be there any data science freelancer out here ? ,PERMISSION
1634,hey anyone have a second ? I need a second opinion in a problem that I m deal with ,PERMISSION
1635,anyone a keen user of powerbi here ? ,PERMISSION
1636,anyone into deep learning ? ,PERMISSION
1637,anybody good with sklearn s api ? ,PERMISSION
1638,hi any one speake arabic ? ,PERMISSION
1639,anyone here play with training model locally ? ,PERMISSION
1640,hi anyone here work on looker studio ? need help ,PERMISSION
1641,hello I be work on a project and I need some collaborator where can I ask ? ,PERMISSION
1642,hello where be the role channel ? ,PERMISSION
1643,anyone here pass the aw ml ? tip ? ,PERMISSION
1644,anyone here attend an ivy ? ,PERMISSION
1645,I m curious where at ? happy to talk in dms ,PERMISSION
1646,hi guy I want to start learn data science and I be wonder if roadmap for data scientist on roadmap sh be any relevant in ? can not share the link yet ,PERMISSION
1647,be there anyone who have some insight into work as a freelance data scientist ? I would love to know more about this ,PERMISSION
1648,do u guy have xp with copilot ? any good ? ,PERMISSION
1649,have any of you guy try out polars ? do you think its worth diving in ,PERMISSION
1650,have any of you try build a stock price prediction model ? ,PERMISSION
1651,can somebody help I out ? ,PERMISSION
1652,be the vc active here ? ,PERMISSION
1653,hi what be the appropriate channel to ask for feedback on a project ? free for all help ? project be on github krchnska etl bank transaction ,PERMISSION
1654,could I get access to please ? ,PERMISSION
1655,I need some career advice where can I ask this ? ,PERMISSION
1656,anyone handle data that be line specific like signature s ? ,PERMISSION
1657,anyone up for some question ? ,PERMISSION
1658,anyone wanna talk about llm ? ,PERMISSION
1659,how to get topic access ? ,PERMISSION
1660,also how do I get role ? ,PERMISSION
1661,hm can I dm ? ,PERMISSION
1662,  foobar123 any java expert around ? anyone have any experience with rag ? ,PERMISSION
1663,anyone have any experience with rag ? ,PERMISSION
1664,anyone here really good with redshift quicksight sql ? I need help with some aggregation and stuff ,PERMISSION
1665,do anyone here work as a de or machine learn engineer ? ,PERMISSION
1666,have you guy try make a moonshot project before ? how s it like ? ,PERMISSION
1667,be it okay if I post it here ? ,PERMISSION
1668,hello I m a recently hire bi analyst for a contact center and I m struggle to plot a chart can someone help I ? ,PERMISSION
1669,curious if anyone in hear specialize in market research ? ,PERMISSION
1670,hello be anynone here relate to ibm professional course on coursera?i m stuck with a problem ,PERMISSION
1671,hello can someone help I with some code relate to tensorflow and kera ? ,PERMISSION
1672,I know kwebblekop be that how you spell it ? be run a lot of ai channel ,PERMISSION
1673,anyone here have use boxdetect for checkbox detection ? ,PERMISSION
1674,anyone familiar with scipy minimize for convex optimization ? ,PERMISSION
1675,hi it s be quite some time since I check this channel anyone know if be still around ? the person that start this discord ,PERMISSION
1676,hello guy can someone help I please with gridsearch cv problem ? I can t find the answer ,PERMISSION
1677,hi anyone active on kaggle ? ,PERMISSION
1678,anyone take cs50 ai ? thoguht on it ? ,PERMISSION
1679,anyone do or have do pl 300 microsoft power bi certificate ? ,PERMISSION
1680,hi be anyone familiar with sas enterprise miner ? ,PERMISSION
1681,can anyone help about what to expect in the code interview ? ,PERMISSION
1682,any other experienced data scientist here ? ,PERMISSION
1683,can I dm you mate ? ,PERMISSION
1684,any data scientist here ? ,PERMISSION
1685,any one know how to solve this issue ? ,PERMISSION
1686,can I ask question here ? ,PERMISSION
1687,anyone currently in the tech industry ? I need to ask some important question to you if you be ,PERMISSION
1688,have anyone work on map projection use a markov chain model in python ? ,PERMISSION
1689,how many lat lon we talk about here and what be your timeline ? ,PERMISSION
1690,  everyone be anyone here familiar with rpa use python ? ,PERMISSION
1691,hello all be anyone here familiar with rpa ? ? ,PERMISSION
1692,btw anybody here who be in astrophysic and data science at the same time ? ,PERMISSION
1693,hello have anyone here take the cs50 sql ? ,PERMISSION
1694,presumably there be other question what would you ask instead ? ,PERMISSION
1695,I don t know why you tag I but I don t have anything to contribute here ? ,PERMISSION
1696,have anyone gpt4 subscription here ? ,PERMISSION
1697,do anyone know why this be not work ? ,PERMISSION
1698,hello can I ask if it be okay if there be n a in your clean data ? ,PERMISSION
1699,I m have so many doubt since long can I dm you ? ,PERMISSION
1700,so we can not ask for help period ? ,PERMISSION
1701,so guy how do you all deal with json file ? ,PERMISSION
1702,hey guy can somebody help I in excel assignment ? ,PERMISSION
1703,can anyone guide I w data science career ? ,PERMISSION
1704,have anyone here attempt hutter prize at all ? ,PERMISSION
1705,ah I see so it be ok to ask question here for now ? ,PERMISSION
1706,not sure where to ask I think I put it in topic but they seem to have some kind of registration mechanism ? ,PERMISSION
1707,anyone interested in optimization of lms ? ,PERMISSION
1708,do this discord server talk about sql ? ,PERMISSION
1709,hey guy glad to be here how do I get access to the rest of the channel ? ,PERMISSION
1710,do I just they here or be that inappropriate ? ,PERMISSION
1711,be there a way I can answer someone s question in without have the privilege to post there ? ,PERMISSION
1712,anyone get python note ? ? ? please share ,PERMISSION
1713,how can I ask for a career advice question ? I do not have access to that channel ,PERMISSION
1714,anyone here participate in kaggle competition ? ,PERMISSION
1715,where do we get server role ? ,PERMISSION
1716,example be helpful here s a fairly popular gif ,PERMISSION
1717,anyone interested in use flash attention 2 on window ? ,PERMISSION
1718,should I ask this in free for all help ? would that be more appropriate ? ,PERMISSION
1719,so should I remove it from here and make a new post ? ,PERMISSION
1720,the post word limit be very less in the free for all help so can I post it here ? ,PERMISSION
1721,thank you so much btw those channel aren t show for I do I have to pick up some role or ? ,PERMISSION
1722,hey I m new here just want to know can I ask my ml project problem here ? ,PERMISSION
1723,any advice for a first year data science student ? ,PERMISSION
1724,can someone please help I get access to gpt 4 api ? I be lose ,PERMISSION
1725,  like here I can show my code right ? ,PERMISSION
1726,can I type my question here or well use ? ,PERMISSION
1727,be there a way to get feedback on a question ask in ? get not reply and be wonder if there be a way to improve it ,PERMISSION
1728,  can I ask for help somewhere in this server ? maybe on free for all help ? yeah sure be fine ,PERMISSION
1729,so be anyone do grad school here ? ,PERMISSION
1730,what be you do here ? ,PERMISSION
1731,anyone here do much ml work in c ? ,PERMISSION
1732,really random question but if any mod be here can you give I some insight into how you ve setup the spam bait channel ? ,PERMISSION
1733,be anyone good in r here ? have a question please do not quote I with dontasktoask com I have already ask the specific question before ,PERMISSION
1734,do anyone use cognos here ? ,PERMISSION
1735,where can I share ? ,PERMISSION
1736,hello guy do someone know simpy library for simulation on python ? ,PERMISSION
1737,in which channel should I ask about the distribution of the data ? ,PERMISSION
1738,hi beginner here should I bin the age column in here ? ,PERMISSION
1739,alright but can I ask simple question here ? ,PERMISSION
1740,so I just need to communicate more to get access to topic channel or what ? ,PERMISSION
1741,hey can anyone tell I good website for python project ? ,PERMISSION
1742,where can I ask question about data analysis ? ,PERMISSION
1743,can I ask more question here or this server be like get update from the data science world ? ,PERMISSION
1744,or be that here ? ,PERMISSION
1745,do anyone know a place I could discuss more data engineering relate topic ? ,PERMISSION
1746,be anyone familiar with f1 score fowlke mallow index and matthew correlation coefficient ? ,PERMISSION
1747,what do you guy use instead of notebook ? in the career channel a guy say notebook be a red flag ,PERMISSION
1748,do anyone know the answer to life the universe and everything ? ,PERMISSION
1749,can I ask for resume feedback in ? ,PERMISSION
1750,have anyone try bing gpt 4 lately ? ,PERMISSION
1751,hey people I need some help regard data science career can anyone help ? ,PERMISSION
1752,be there someone knowledgable here who can answer a few of my question ? ,PERMISSION
1753,be anyone use nodebox ? ,PERMISSION
1754,anyone here ? ? ,PERMISSION
1755,any data analyst here ? ,PERMISSION
1756,can someone help I to understand what actually statistical significance be ? I need help please ,PERMISSION
1757,who s the moderator here ? ,PERMISSION
1758,any linux expert in here ? I m have trouble log in would really appreciate help ,PERMISSION
1759,anyone know where to learn stat besides khan and brilliant ? ,PERMISSION
1760,hi could anyone give I tip on getting start with statistic ? ,PERMISSION
1761,can anyone help ? ,PERMISSION
1762,do anybody here have experience with yolov8 ? ,PERMISSION
1763,what s the deal with some channel be view only ? ,PERMISSION
1764,also be it appropriate for I to post it here or should I post this question in the career channel ? ,PERMISSION
1765,  anyone try this out yet ? ,PERMISSION
1766,I have a panda question where should I ask it ? ,PERMISSION
1767,hello can I ask python code optimization in this server ? ,PERMISSION
1768,how do I get access to post there ? ,PERMISSION
1769,can I dm you ? want to talk about data engineering and ds I m currently a a data engineer ,PERMISSION
1770,do we have any data engineer here ? ,PERMISSION
1771,do anyone here run their own data science consultancy ? I would love to talk with anyone that have do this ,PERMISSION
1772,be anyone here decent with shiny ? I m look to create a dashboard and want to see if there be someone who I could bounce question off of ,PERMISSION
1773,can anyone work in data sceince or data analytic contact I please ? ,PERMISSION
1774,anyone have a preferred visualiazation tool that work great with polars ? ,PERMISSION
1775,hey I be new to data science and really interested to learn about it can anyone guide I from where to start ? ,PERMISSION
1776,be anyone interested in do data science prohect with I ? ,PERMISSION
1777,I do not have the permission to post in why be that ? ,PERMISSION
1778,how can one get role in order to write in other channel such as machine learning and more ? ,PERMISSION
1779,hi guy be anyone able to help I figure out what be ask with this question ? ,PERMISSION
1780,have anyone ever work with email ? ,PERMISSION
1781,have anyone get experience access crm apis ? ,PERMISSION
1782,anyone here have experience with conda environment ? I know it can take a while to solve an environment but the one I be currently try to set up from a pipeline be close to four hour ,PERMISSION
1783,how can I get access to to ask a panda question ? ,PERMISSION
1784,hey how do I get access to career channel ? I m unable to type at the moment ,PERMISSION
1785,hey guy I be new to data science and I need to build a model of predict the most profitable target group can I post here the detail ? ,PERMISSION
1786,hi can I get help for my project ? ,PERMISSION
1787,hmm anyone else have any thought on it ? ,PERMISSION
1788,how do I get access to the career channel ? appears add now thank you silent moderator ,PERMISSION
1789,how can I access the section ? I work in data analytic and want to ask q s relevant to that ,PERMISSION
1790,should I go back to the help channel or be it ok if I post here ? ,PERMISSION
1791,how do you get permission to post in the topic channel like machine learning ? ,PERMISSION
1792,hello guy what topic should I learn in numpy ? ,PERMISSION
1793,have anybody here use spacy with databrick or use it now ? ,PERMISSION
1794,hey I be stuck in an assigment can I ask here for help ? ,PERMISSION
1795,be there anyone who can interpret this plot ? ,PERMISSION
1796,can you help I rq with it ? ,PERMISSION
1797,hello good day anyone in experience with recommender system ? have a few question ,PERMISSION
1798,hey all I have a shap relate question but it seem I don t have permission to message the channel any clue how I could get access ? ,PERMISSION
1799,have anyone here take the dp 900 azure fundamental certificate ? ,PERMISSION
1800,anyone here a data scientist or analyst ? ,PERMISSION
1801,hi all be anyone active right now ? ,PERMISSION
1802,do any of you ever write in c ? ,PERMISSION
1803,why can t I talk in topic ? ,PERMISSION
1804,hi just wonder what be some good place to learn python ? ,PERMISSION
1805,anyone know a thing or two about fuzzy k mean ? ,PERMISSION
1806,can I ask python question here ? ,PERMISSION
1807,what happen to the free for all help channel ? I can t see it anymore ,PERMISSION
1808,or do anyone know of a data science wiki ? ,PERMISSION
1809,hello everyone I be new to this discord and I just want to ask if I can get some guidance on a project ? ,PERMISSION
1810,do anybody here have experience validate time series model ? like lstms ? ,PERMISSION
1811,anyone know about map function ? ,PERMISSION
1812,have anyone try shiny for python ? ,PERMISSION
1813,hi I m davood 23 year old I m go to learn data science do u have any tip for I ? ,PERMISSION
1814,anyone here go from programmer to some kind of data job ? ,PERMISSION
1815,anybody here transition from engineering to data science ? ,PERMISSION
1816,can I ask question here ? ,PERMISSION
1817,how do I get access to the other channel ? do anybod yknow ,PERMISSION
1818,anyone ever use tikiwiki ? ,PERMISSION
1819,do anyone know about any free vps ? ,PERMISSION
1820,lol do u guy sql course cover window function cte and view ? ,PERMISSION
1821,which be the suitable channel for it to ask ? ,PERMISSION
1822,anyone wanna help with an exam q ? ,PERMISSION
1823,hello where can I get some programming help with stat code use python ? ,PERMISSION
1824,can I ask a question about do exercise ? ,PERMISSION
1825,what s a good channel to ask this in ? ,PERMISSION
1826,hey guy nice to meet you all I get one to many question about hackerrank would this be the right channel to talk about it ? ,PERMISSION
1827,anyone have access to ,PERMISSION
1828,do anyone code on mac here ? ,PERMISSION
1829,hey anyone good with graph neural net ? ,PERMISSION
1830,anyone with expertise in excel willing to help I out with something over vc ? ,PERMISSION
1831,be any of you here still do remote work for your data science data analyst work ? ,PERMISSION
1832,I need a quick help be anyone willing to do so ? ,PERMISSION
1833,hi can anyone help I with my project ? I be stuck in the middle of it ,PERMISSION
1834,be here the right place to make some question ? ,PERMISSION
1835,can someone assist advise on data cleaning tool such as label studio or doccano ? have some issue as a new user of the tool dm would be prefer ,PERMISSION
1836,any kaggler here ? ,PERMISSION
1837,anyone have any idea or be able to setup something similar ? ,PERMISSION
1838,do anyone know a free alternative to heroku ? ,PERMISSION
1839,hi everyone I be new here can you please share a link to get data engineering course for free along with certification ? ,PERMISSION
1840,hey any one be online ? ? ,PERMISSION
1841,anyone use looker studio here ? ,PERMISSION
1842,heyy any data science harvard student here ? ,PERMISSION
1843,hey any folk interested in quant finance ? ,PERMISSION
1844,have anybody do ibm data science course ? ,PERMISSION
1845,hi everyone do we have any senior python developer in the group ? ,PERMISSION
1846,anyone use the combo power level on google colab ? ,PERMISSION
1847,be this a place where I could ask advice about pick a major ? ,PERMISSION
1848,can someone help I understand what the issue be here ? ,PERMISSION
1849,have anyone ever do market segmentation use python ? I have a school project where I have to do this and I would like to know some tip and trick ,PERMISSION
1850,also have anyone here work with tor or vpn use in python with help of stem or other such library ? ,PERMISSION
1851,so I m not allow to ask for help or anything anymore ? ,PERMISSION
1852,will there be anyone who would like to help I implement this ? ,PERMISSION
1853,hello I be not sure if it be here where I should ask this question how can I add a role assist to my profile ? ,PERMISSION
1854,hey anyone interested in collaborate and make some cool project ? ,PERMISSION
1855,have anyone scrap wikipedia at a large scale ? ,PERMISSION
1856,can anyone hop on and see if they can help I ? ,PERMISSION
1857,where s a good place to ask about convolution ? specifically method for define kernel weight ? ,PERMISSION
1858,where I can post my doubt with picture in this server ? can anyone help I with this ? ,PERMISSION
1859,can anyone help I with error ? ,PERMISSION
1860,I know this be a data science discord but do anyone know any data analyst one ? ,PERMISSION
1861,would anyone like to work for equity for I ? ,PERMISSION
1862,how do I get access to topic ? I get lot of math and stat problem ,PERMISSION
1863,do u need a special permission to access machine learning ? ,PERMISSION
1864,anyone know what happen ? ,PERMISSION
1865,thank do this mean this be not the right channel to ask the type of question I ask ? ,PERMISSION
1866,anyone come across some article on ds trend in ? ,PERMISSION
1867,hi can someone help I with ggplot ? ,PERMISSION
1868,anyone use gdelt ? ,PERMISSION
1869,do I have to message someone to get access to the topic channel ? ,PERMISSION
1870,anyone know what s the data science stack ? ,PERMISSION
1871,any cloduera user here ? ,PERMISSION
1872,anyone use sas and could help I regard t test ? ,PERMISSION
1873,do anyone know about record linkage toolkit library ? ,PERMISSION
1874,I have more of a math image processing question be this the appropriate channel ? ,PERMISSION
1875,here you can find a person who be interested in apply ml in poker ? ,PERMISSION
1876,do everyone here have a degree in computer science ? ,PERMISSION
1877,also how can I get the student role ? ,PERMISSION
1878,as a beginner I m not get any exact roadmap to start my data science journey can anyone guide I ? ,PERMISSION
1879,maybe do you have a specific question to ask ? ,PERMISSION
1880,anyone here shill julia ? ,PERMISSION
1881,can I share link ? ,PERMISSION
1882,be I go to get ban for ask question regard data science master program requirement ? ,PERMISSION
1883,anyone into optadata and mplsoccer ? ,PERMISSION
1884,be there any channel gor db or sql ? ,PERMISSION
1885,  everyone can anyone help I understand bert model in nlp ? ,PERMISSION
1886,which text channel would I go to for linear programming help ? ,PERMISSION
1887,have anyone use google trend data for build analytical product ? ,PERMISSION
1888,why I m get this error ? ,PERMISSION
1889,anyone from india here ? ,PERMISSION
1890,can I paste code here ? ,PERMISSION
1891,hello do we discuss deep learning in this server ? ,PERMISSION
1892,wanna explain a bit more about what they ask you about supervised learning or how you do offline evaluation ? I m ask because it doesn t sound like a stat issue so esl might not be appropriate unless the question be around model property ,PERMISSION
1893,be there anyone good with r here ? ,PERMISSION
1894,have anyone apply some sort of transfer learn to time series in a panal data structure ? ,PERMISSION
1895,can anyone help I with my question above please ? thank a lot in advance for invest a piece of your precious time ,PERMISSION
1896,anyone have any experience use entry level business intelligence software ? ,PERMISSION
1897,anyone work at palantir or have do the interview and want to share their experience ? ,PERMISSION
1898,do anyone have experience with tensorflow and hypertune parameter ? ,PERMISSION
1899,any pro data sciencer can confirm if it be a good one ? or maybe it have useless stuff that no one need ,PERMISSION
1900,ah here we go this be the bible ,PERMISSION
1901,hey anyone here make a contribution to panda module ? ,PERMISSION
1902,be anyone here in the field of computational linguistics ? ,PERMISSION
1903,hi I be new to this field and join as an analyst in a startup anyone with exp would like to answer some of my quirie regard be a data analyst ? ,PERMISSION
1904,anyone want to do this kaggle competition with I ? ,PERMISSION
1905,anyone have idea ? I do not know what click information can do here ,PERMISSION
1906,speak of useful plot in second have anyone make autoplot use ml ? ,PERMISSION
1907,I be wonder do anyone use bomboolib library for preprocessing or something else ? ,PERMISSION
1908,be anyone employ as data engineer ? ,PERMISSION
1909,oh its because u have the finance role can also ask you if you be from na or eu ? ,PERMISSION
1910,can I ask if you be from eu or na ? ,PERMISSION
1911,I see can I ask you if you be a data scientist ? ,PERMISSION
1912,how do one achieve access to those channel ? ,PERMISSION
1913,anyone do data science in uni for undergrad in the uk ? ,PERMISSION
1914,I don t understand the notion of wheel here be it some sort of permission ? ,PERMISSION
1915,okay quick question have anyone here work with radar data or even well aesa radar data ? ,PERMISSION
1916,anyone here have any experience or interest in forecasting analyze global conflict ? ,PERMISSION
1917,by any chance have someone do the ocw coffee can radar ? ,PERMISSION
1918,hello do anyone know if there be discord server about statistic ? ,PERMISSION
1919,hello anyone use alation in your company for data catalogue governance ? ,PERMISSION
1920,anyone have experience infosy consultant regard ds ? management be consider they ,PERMISSION
1921,hello everyone be there by any chance anyone from france in here ? in particular someone that study statistic at a master s level ? ,PERMISSION
1922,sup everyone any experience in work as a data scientist analyst for consultancy firm ? ,PERMISSION
1923,do you have any programming experience any math experience any beneficial domain knowledge ? ,PERMISSION
1924,anyone familiar with haiku jax ? ,PERMISSION
1925,have anyone incorporate weather data into a predictive task ? ,PERMISSION
1926,can I also have access to career channel ? ,PERMISSION
1927,anyone into sport analytic ? ,PERMISSION
1928,do this server cover question relate to operation research ? ,PERMISSION
1929,  be this where I ask question ? ,PERMISSION
1930,anyone know if there be an optimization discord server ? ,PERMISSION
1931,any fedora user here by any chance ? ,PERMISSION
1932,hello all I be a new member of this awesome community I be wonder how can I get access to post in career topic ? ,PERMISSION
1933,I know this isn t exactly a ds question but be anyone in the industry ? ,PERMISSION
1934,what be you consider as the alternative here ? ,PERMISSION
1935,how do you gain access to the math channel ? ,PERMISSION
1936,anyone here know a lot about time tracking tool ? ,PERMISSION
1937,where be the best channel to post visualization for feed back ? ,PERMISSION
1938,anyoen get any experience with kafka ? ,PERMISSION
1939,anyone here a good web dev react dev and interested in freelance work ? ,PERMISSION
1940,do anyone use segment ? ,PERMISSION
1941,how many of you guy have experience automate bat script that basically query sql server and export they to an xlsx ? ,PERMISSION
1942,do anyone here use domino data lab ? ,PERMISSION
1943,do anybody here use f in their work ? I be look into it and it look interesting ,PERMISSION
1944,guy do someone have this paper ? or a jama subscription ? ,PERMISSION
1945,guy do anyone have a bit of experience with privacy preserve machine learning and would be interested in help mentor I for a project ? ,PERMISSION
1946,can anyone help with my question ? ,PERMISSION
1947,do anyone here have kyc analytic or ds experience ? ,PERMISSION
1948,have anyone here be in a kaggle competition ? ,PERMISSION
1949,have anyone here use t sne quite a bit ? ,PERMISSION
1950,have anyone use aws athena successfully ? ,PERMISSION
1951,anyone have experience with team latex project ? be look at use git and latex for report and so far find ,PERMISSION
1952,that s what I be do ? I be ask professional in this channel for opinion ,PERMISSION
1953,anyone who be a commerce graduate and now work as a data scientist ? ,PERMISSION
1954,do anyone know really ? ,PERMISSION
1955,can I like dm you ? if that s okay ,PERMISSION
1956,anyone here who know sas ? need some help ,PERMISSION
1957,do anyone in here work in the fintech or finance industry ? try to break in and would like to chat ,PERMISSION
1958,any tableau expert here ? ,PERMISSION
1959,do anyone get I something for xmas ? ,PERMISSION
1960,do anyone use aw quicksight ? ,PERMISSION
1961,hey all anyone use machine learning or deep learning in sas that can give I general advice ? ,PERMISSION
1962,do I need to ask permission ? ,PERMISSION
1963,can someone plz help ? ,PERMISSION
1964,anyone here use microsoft foxpro ? ,PERMISSION
1965,so I just join but I see that I can t ask about learn optimization so do anyone know of a server or place that would be accept of beginner question like that ? ,PERMISSION
1966,be there any server where people discuss data ethic ? ,PERMISSION
1967,hey be anyone who currently work as a program data business analyst open for a voice chat ? ,PERMISSION
1968,do anyone know how reinforcement learning model be create ? ,PERMISSION
1969,anyone know the difference between a data analyst and data operation associate ? ,PERMISSION
1970,hi guy I didn t know where else to ask this but regard machine learn what be a training window ? ,PERMISSION
1971,be anyone familiar with vsphere ? ,PERMISSION
1972,what would the reasoning be here ? ,PERMISSION
1973,anyone here willing to help ? ,PERMISSION
1974,hey mod can I get access to the rest of the topic ? I ve be here a while ,PERMISSION
1975,hey guy can someone recommend I an advanced sql course ? thank ,PERMISSION
1976,anyone use any of the gui event handle stuff in mpl ? I ve never touch it ,PERMISSION
1977,which channel be the good place to upload my jupyter notebook and ask some question ? ,PERMISSION
1978,can I please get access to send message in the channel ? ,PERMISSION
1979,hey if I m look to hire a data analyst for a freelance gig where be the good channel to post ? ,PERMISSION
1980,  pick any solution that already have it wdym by have it here ? ,PERMISSION
1981,hi would this be a good server for ask question about machine learning ? ,PERMISSION
1982,how do I get access to the topic ? ,PERMISSION
1983,dude I ve ask 3 time now where do this equation come from ? ,PERMISSION
1984,hi guy I m a beginner at rstudio and I m stuck on a problem can someone help I here ? ,PERMISSION
1985,I m currently do class in wozu have anyone use they for data science before ? ,PERMISSION
1986,do anyone here do bioinformatics ? ,PERMISSION
1987,any project idea ? ,PERMISSION
1988,can I post about the blog I write on medium relate to advanced ai ? ,PERMISSION
1989,can I ask a question guy ? ,PERMISSION
1990,can anyone be bother to do some code review ? thank ,PERMISSION
1991,anyone register for kaggle s 30 day of ml ? ,PERMISSION
1992,hello all have anyone work with fbprophet ? ,PERMISSION
1993,can someone help I understand logistic regression optimization ? ,PERMISSION
1994,hi can anyone help I with pca ? ,PERMISSION
1995,have anyone ever work on product categorization use their description in a dataset ? I need a good algorithm that I can implement for categorization unsupervised learn ,PERMISSION
1996,have anyone ever use any of these other besides kaggle ? ,PERMISSION
1997,hi guy I be hope someone can help anyone here familiar with mysql ? ? ,PERMISSION
1998,uhm I have math relate question but I m not allow to ask question in will this be the right place then ? ,PERMISSION
1999,hey anyone here have experience work with plotly ? ,PERMISSION
2000,where should I ask discuss kaggle competition relate question ? ,PERMISSION
2001,good evening everyone hope your do well anyone be familiar with linear regression and pca in r ? ,PERMISSION
2002,hi someone here try deepnote com ? do you recommend ? ,PERMISSION
