,question,label
1562,"Hello, I have a question about Django, but I'm feeling lazy to read the docs, anyone know?",PERMISSION
1563,"Hello, I'm feeling too lazy to write unit tests for my code, anyone want to do it for me?",PERMISSION
1564,"Hello, I have a question about regular expressions, but I'm too lazy to figure it out, anyone know?",PERMISSION
1565,"Hello, I'm feeling lazy to work on my data analysis project, anyone available to help?",PERMISSION
1566,"Hello, I have a question about APIs, but I'm too lazy to research, anyone knowledgeable?",PERMISSION
1567,"Hello, I'm feeling too lazy to understand this Python concept, can someone explain it?",PERMISSION
1568,"Hello, I have a question about MongoDB, but I'm too lazy to learn it, anyone experienced?",PERMISSION
1569,"Hello, I'm feeling lazy to debug this C++ code, anyone willing to assist?",PERMISSION
1570,"Hello, I have a question about AWS, but I'm too lazy to figure it out, anyone familiar?",PERMISSION
1571,"Hello, I'm feeling too lazy to learn about machine learning, can someone provide a summary?",PERMISSION
1572,"Hello, I have a question about virtual environments, but I'm too lazy to read the docs, anyone know?",PERMISSION
1573,"Hello, I'm feeling lazy to optimize my code, anyone want to do it for me?",PERMISSION
1574,"Hello, I have a question about APIs, but I'm too lazy to research, anyone knowledgeable?",PERMISSION
1575,"Hello, I'm feeling too lazy to understand this Python concept, can someone explain it?",PERMISSION
1576,"Hello, I have a question about MongoDB, but I'm too lazy to learn it, anyone experienced?",PERMISSION
1577,"Hello, I'm feeling lazy to debug this C++ code, anyone willing to assist?",PERMISSION
1578,"Hello, I have a question about AWS",PERMISSION
1579,"Hey, is there anyone familiar with Flask here?",PERMISSION
1580,Is there someone who can assist me with a Python inquiry?,PERMISSION
1581,"Hey everyone, I'm new here. I'm having trouble with something, if anyone's available to help, please let me know.",PERMISSION
1582,"I'm struggling to understand some code I'm using for my course, particularly related to data mining. Could someone help me out?",PERMISSION
1583,Can anyone provide assistance with a problem I'm encountering in a Keras neural network?,PERMISSION
1584,"Hello, I'm looking for someone knowledgeable in Flask who can help me out.",PERMISSION
1585,Is there anybody available to answer a quick Python question?,PERMISSION
1586,"Hey folks, I'm new around here and could use some guidance. Anyone up for helping out?",PERMISSION
1587,I'm having difficulty understanding code related to data mining in Jupyter. Would appreciate some assistance.,PERMISSION
1588,Anyone skilled in Keras neural networks available to help troubleshoot a problem?,PERMISSION
1589,"Hey there, seeking assistance from someone experienced with Flask.",PERMISSION
1590,Looking for someone to help me with a Python question. Any takers?,PERMISSION
1591,"Hi everyone, I'm new to this community. If anyone's willing to lend a hand, please let me know.",PERMISSION
1592,I'm encountering issues with code for my data mining course in Jupyter. Can anyone offer assistance?,PERMISSION
1593,Struggling with a problem in a Keras neural network. Any experts here who can assist?,PERMISSION
1594,hey guys is this a good place to talk about maybe generative ai?,PERMISSION
1595,does anyone know all of anything?,PERMISSION
1596,guys i want to ask you is it necessary to know excel if we are going to be data scientist ?,PERMISSION
1597,btw how do you get roles here? it s just that i am banned from writing messages in most of the channels here,PERMISSION
1598,does anyone have experience with time series forecasting techniques?,PERMISSION
1599,does anyone know the name of this graph?,PERMISSION
1600,hey need some help in llm?,PERMISSION
1601,hi i m an undergraduated datasciencist working at kpmg here what you need to know?,PERMISSION
1602,does anyone here know what your path is?,PERMISSION
1603,is there any mid senior data scientists which r willing to give me some insight on my career path?,PERMISSION
1604,can i dm you ?,PERMISSION
1605,has anyone here scraped a web page with interactive tables? that are generated through filters i m suffering a lot help,PERMISSION
1606,hi guys i m seeking help for a data science project i m currently doing do you know if there s anybody on this server willing to take a look?,PERMISSION
1607, any ideas?,PERMISSION
1608,anyone here proficient in r?,PERMISSION
1609,can someone help me in connecting mysql with tableau?,PERMISSION
1610,can you please guide me regarding one thing in an assignment?,PERMISSION
1611,where can i ask questions related to r?,PERMISSION
1612,hello im new here on what channel can i ask a question about ssms?,PERMISSION
1613,could you please share me some resources from where i can learn?,PERMISSION
1614,can anyone help?,PERMISSION
1615,hey im not really sure if this is the place for this but i just had a question i m new and trying to learn about normalization and i found this excel spreadsheet for normalization practice online i was wondering if anyone could help me learn?,PERMISSION
1616,how do i start projects? anyone help pls,PERMISSION
1617,hi i m very very new to data analysis and have some very basic questions would anyone be willing to help? should i just put them in ,PERMISSION
1618,mind if i dm you?,PERMISSION
1619,can someone help me pls ?,PERMISSION
1620,anyone have any clue why none of these commadns work for me?,PERMISSION
1621,someone can help me with a program?,PERMISSION
1622,hello can anyone know power bi discord server?,PERMISSION
1623,is there a community for data science students who r still in undergraduate?,PERMISSION
1624,this is a bit of a long shot but does anyone have any experience with the ga package in r?,PERMISSION
1625,hey guys is there a channel here to discuss about probability?,PERMISSION
1626,hey i have a data cleansing question are you guys able to help?,PERMISSION
1627,hey guys do u know any ds dataviz stuff applied in history studies?,PERMISSION
1628,can anyone help me in solving the problem statement given by one company for data science associate role?,PERMISSION
1629,by the way does somebody know any ml checklist? just to prepare for job interview ,PERMISSION
1630,for my knowledge can i ask are you just member of this server or not?,PERMISSION
1631,has anyone used gpt4 turbo vision api here?,PERMISSION
1632, are you someone who does data science or related freelance work?,PERMISSION
1633,are there any data science freelancers out here?,PERMISSION
1634,hey anyone has a second? i need a second opinion in a problem that im dealing with,PERMISSION
1635,anyone a keen user of powerbi here?,PERMISSION
1636,anyone into deep learning?,PERMISSION
1637,anybody good with sklearn s api?,PERMISSION
1638,hi any one speake arabic ?,PERMISSION
1639,anyone here play with training models locally?,PERMISSION
1640,hi anyone here worked on looker studio? need help,PERMISSION
1641,hello i am working on a project and i need some collaborators where can i ask ?,PERMISSION
1642,hello where is the roles channel?,PERMISSION
1643,anyone here passed the aws ml ? tips?,PERMISSION
1644,anyone here attend an ivy?,PERMISSION
1645,im curious where at? happy to talk in dms,PERMISSION
1646,hi guys i want to start learning data science and i am wondering if roadmap for data scientist on roadmap sh is any relevant in ? cant share the link yet ,PERMISSION
1647,is there anyone who has some insight into working as a freelance data scientist? i would love to know more about this ,PERMISSION
1648,do u guys have xp with copilot? any good?,PERMISSION
1649,have any of you guys tried out polars? do you think its worth diving in ,PERMISSION
1650,have any of you tried building a stock price prediction model?,PERMISSION
1651,can somebody help me out?,PERMISSION
1652,is the vc active here ?,PERMISSION
1653,hi what is the appropriate channel to ask for feedback on a project? free for all help? project is on github krchnska etl bank transactions,PERMISSION
1654,could i get access to please?,PERMISSION
1655,i need some career advice where can i ask this?,PERMISSION
1656,anyone handle data that are line specific like signature s ?,PERMISSION
1657,anyone up for some questions ?,PERMISSION
1658,anyone wanna talk about llms?,PERMISSION
1659,how to get topic access?,PERMISSION
1660,also how do i get roles?,PERMISSION
1661,hm can i dm?,PERMISSION
1662, foobar123 any java experts around? anyone have any experience with rag?,PERMISSION
1663,anyone have any experience with rag?,PERMISSION
1664,anyone here really good with redshift quicksight sql ? i need help with some aggregations and stuff,PERMISSION
1665,does anyone here work as a de or machine learning engineer?,PERMISSION
1666,have you guys tried making a moonshot project before ? how s it like?,PERMISSION
1667,is it okay if i post it here?,PERMISSION
1668,hello i m a recently hired bi analyst for a contact center and i m struggling to plot a chart can someone help me?,PERMISSION
1669,curious if anyone in hear specializes in marketing research?,PERMISSION
1670,hello is anynone here related to ibm professional course on coursera?i m stuck with a problem,PERMISSION
1671,hello can someone help me with some code related to tensorflow and keras ?,PERMISSION
1672,i know kwebblekop is that how you spell it? is running a lot of ai channels,PERMISSION
1673,anyone here has used boxdetect for checkbox detection?,PERMISSION
1674,anyone familiar with scipy minimize for convex optimization?,PERMISSION
1675,hi it s been quite some time since i check this channel anyone know if is still around? the person that started this discord ,PERMISSION
1676,hello guys can someone help me please with gridsearch cv problem? i can t find the answer,PERMISSION
1677,hi anyone active on kaggle?,PERMISSION
1678,anyone taken cs50 ai? thoguhts on it?,PERMISSION
1679,anyone doing or have done pl 300 microsoft power bi certificate?,PERMISSION
1680,hi is anyone familiar with sas enterprise miner?,PERMISSION
1681,can anyone help about what to expect in the coding interview?,PERMISSION
1682,any other experienced data scientist here?,PERMISSION
1683,can i dm you mate?,PERMISSION
1684,any data scientist here?,PERMISSION
1685,any one knows how to solve this issue ?,PERMISSION
1686,can i ask questions here?,PERMISSION
1687,anyone currently in the tech industry? i need to ask some important questions to you if you are,PERMISSION
1688,has anyone worked on map projections using a markov chain model in python?,PERMISSION
1689,how many lat lons we talking about here and what is your timeline ?,PERMISSION
1690, everyone is anyone here familiar with rpa using python?,PERMISSION
1691,hello all is anyone here familiar with rpa??,PERMISSION
1692,btw anybody here who is in astrophysics and data science at the same time?,PERMISSION
1693,hello has anyone here taken the cs50 sql?,PERMISSION
1694,presumably there are other questions what would you ask instead ?,PERMISSION
1695,i don t know why you tagged me but i don t have anything to contribute here?,PERMISSION
1696,has anyone gpt4 subscription here?,PERMISSION
1697,does anyone know why this is not working ?,PERMISSION
1698,hello can i ask if it is okay if there is n a in your cleaned data?,PERMISSION
1699,i m having so many doubts since long can i dm you?,PERMISSION
1700,so we cant ask for help period?,PERMISSION
1701,so guys how do y all deal with json file ?,PERMISSION
1702,hey guys can somebody help me in excel assignment?,PERMISSION
1703,can anyone guide me w data science career?,PERMISSION
1704,has anyone here attempted hutters prize at all? ,PERMISSION
1705,ah i see so it is ok to ask questions here for now?,PERMISSION
1706,not sure where to ask i thought i put it in topics but they seems to have some kind of registration mechanism?,PERMISSION
1707,anyone interested in optimization of lms?,PERMISSION
1708,does this discord server talk about sql?,PERMISSION
1709,hey guys glad to be here how do i get access to the rest of the channels? ,PERMISSION
1710,do i just them here or is that inappropriate?,PERMISSION
1711,is there a way i can answer someone s question in without having the privilege to post there?,PERMISSION
1712,anyone got python notes??? please share,PERMISSION
1713,how can i ask for a career advice question? i dont have access to that channel,PERMISSION
1714,anyone here participates in kaggle competitions ?,PERMISSION
1715,where do we get server roles?,PERMISSION
1716,examples are helpful here s a fairly popular gif ,PERMISSION
1717,anyone interested in using flash attention 2 on windows?,PERMISSION
1718,should i ask this in free for all help? would that be more appropriate?,PERMISSION
1719,so should i remove it from here and make a new post?,PERMISSION
1720,the post word limit is very less in the free for all help so can i post it here?,PERMISSION
1721,thank you so much btw those channels aren t showing for me do i have to pick up some roles or?,PERMISSION
1722,hey i m new here just wanted to know can i ask my ml project problem here?,PERMISSION
1723,any advice for a first year data science student?,PERMISSION
1724,can someone please help me get access to gpt 4 api ? i am lost,PERMISSION
1725, like here i can show my codes right ?,PERMISSION
1726,can i type my questions here or better use ?,PERMISSION
1727,is there a way to get feedback on a question asked in ? got not replies and was wondering if there was a way to improve it ,PERMISSION
1728, can i ask for help somewhere in this server? maybe on free for all help ? yeah sure is fine ,PERMISSION
1729,so is anyone doing grad school here?,PERMISSION
1730,what are you doing here?,PERMISSION
1731,anyone here do much ml work in c ?,PERMISSION
1732,really random question but if any mods are here can you give me some insight into how you ve setup the spam bait channel?,PERMISSION
1733,is anyone good in r here? have a question please dont quote me with dontasktoask com i have already asked the specific question before ,PERMISSION
1734,does anyone use cognos here?,PERMISSION
1735,where can i share?,PERMISSION
1736,hello guys does someone know simpy library for simulation on python?,PERMISSION
1737,in which channel should i ask about the distributions of the data?,PERMISSION
1738,hi beginner here should i bin the age column in here?,PERMISSION
1739,alright but can i ask simple questions here?,PERMISSION
1740,so i just need to communicate more to get access to topic channels or what?,PERMISSION
1741,hey can anyone tell me good website for python projects?,PERMISSION
1742,where can i ask questions about data analysis?,PERMISSION
1743,can i ask more questions here or this server is like getting updates from the data science world?,PERMISSION
1744,or is that here?,PERMISSION
1745,does anyone know a place i could discuss more data engineering related topics?,PERMISSION
1746,is anyone familiar with f1 scores fowlkes mallows index and matthews correlation coefficients?,PERMISSION
1747,what do you guys use instead of notebooks? in the career channel a guy said notebooks is a red flag ,PERMISSION
1748,does anyone know the answer to life the universe and everything?,PERMISSION
1749,can i ask for resume feedback in ?,PERMISSION
1750,has anyone tried bing gpt 4 lately?,PERMISSION
1751,hey people i need some help regarding data science career can anyone help?,PERMISSION
1752,is there someone knowledgable here who can answer a few of my questions?,PERMISSION
1753,is anyone using nodebox?,PERMISSION
1754,anyone here??,PERMISSION
1755,any data analysts here?,PERMISSION
1756,can someone help me to understand what actually statistical significance is ? i need help please ,PERMISSION
1757,whos the moderator here ?,PERMISSION
1758,any linux experts in here? i m having trouble logging in would really appreciate help,PERMISSION
1759,anyone know where to learn stats besides khan and brilliant?,PERMISSION
1760,hi could anyone give me tips on getting started with statistics?,PERMISSION
1761,can anyone help?,PERMISSION
1762,does anybody here have experience with yolov8?,PERMISSION
1763,what s the deal with some channels being view only?,PERMISSION
1764,also is it appropriate for me to post it here or should i post this question in the career channel?,PERMISSION
1765, anyone try this out yet?,PERMISSION
1766,i have a pandas question where should i ask it?,PERMISSION
1767,hello can i ask python code optimization in this server?,PERMISSION
1768,how do i get access to posting there?,PERMISSION
1769,can i dm you? want to talk about data engineering and ds i m currently a a data engineer,PERMISSION
1770,do we have any data engineers here?,PERMISSION
1771,does anyone here run their own data science consultancy? i would love to talk with anyone that has done this,PERMISSION
1772,is anyone here decent with shiny? i m looking to create a dashboard and wanted to see if there was someone who i could bounce questions off of ,PERMISSION
1773,can anyone working in data sceince or data analytics contact me please?,PERMISSION
1774,anyone have a preferred visualiazation tool that works great with polars?,PERMISSION
1775,hey i am new to data science and really interested to learn about it can anyone guide me from where to start?,PERMISSION
1776,is anyone interested in doing data science prohects with me?,PERMISSION
1777,i do not have the permission to post in why is that?,PERMISSION
1778,how can one get roles in order to write in other channels such as machine learning and more?,PERMISSION
1779,hi guys is anyone able to help me figure out what is asked with this question?,PERMISSION
1780,has anyone ever worked with emails?,PERMISSION
1781,has anyone got experience accessing crm apis?,PERMISSION
1782,anyone here have experience with conda environments? i know it can take a while to solve an environment but the one i am currently trying to set up from a pipeline is close to four hours,PERMISSION
1783,how can i get access to to ask a pandas question?,PERMISSION
1784,hey how do i get access to career channel? i m unable to type at the moment ,PERMISSION
1785,hey guys i am new to data science and i need to build a model of predicting the most profitable target group can i post here the details?,PERMISSION
1786,hi can i get help for my project?,PERMISSION
1787,hmm anyone else have any thoughts on it?,PERMISSION
1788,how do i get access to the career channel? appears added now thank you silent moderator ,PERMISSION
1789,how can i access the section? i work in data analytics and want to ask q s relevant to that,PERMISSION
1790,should i go back to the help channels or is it ok if i post here?,PERMISSION
1791,how do you get permission to post in the topic channels like machine learning?,PERMISSION
1792,hello guys what topics should i learn in numpy?,PERMISSION
1793,has anybody here used spacy with databricks or using it now?,PERMISSION
1794,hey i am stuck in an assigment can i ask here for help?,PERMISSION
1795,is there anyone who can interpret this plot?,PERMISSION
1796,can you help me rq with it?,PERMISSION
1797,hello good day anyone in experience with recommender systems? have a few questions,PERMISSION
1798,hey all i have a shap related question but it seems i don t have permission to message the channel any clue how i could get access?,PERMISSION
1799,has anyone here taken the dp 900 azure fundamentals certificate?,PERMISSION
1800,anyone here a data scientist or analyst?,PERMISSION
1801,hi all is anyone active right now?,PERMISSION
1802,do any of you ever write in c?,PERMISSION
1803,why can t i talk in topics?,PERMISSION
1804,hi just wondering what are some good places to learn python?,PERMISSION
1805,anyone know a thing or two about fuzzy k means?,PERMISSION
1806,can i ask python question here?,PERMISSION
1807,what happened to the free for all help channel? i can t see it anymore,PERMISSION
1808,or does anyone know of a data science wiki?,PERMISSION
1809,hello everyone i am new to this discord and i just wanted to ask if i can get some guidance on a project?,PERMISSION
1810,does anybody here have experience validating time series models? like lstms?,PERMISSION
1811,anyone know about mapping function?,PERMISSION
1812,has anyone tried shiny for python?,PERMISSION
1813,hi im davood 23 years old im going to learn data science do u have any tip for me?,PERMISSION
1814,anyone here went from programmer to some kind of data job?,PERMISSION
1815,anybody here transitioned from engineering to data science?,PERMISSION
1816,can i ask questions here?,PERMISSION
1817,how do i get access to the other channels? does anybod yknow,PERMISSION
1818,anyone ever use tikiwiki?,PERMISSION
1819,does anyone know about any free vps?,PERMISSION
1820,lol does u guys sql course cover window functions cte and views?,PERMISSION
1821,which is the suitable channel for it to ask?,PERMISSION
1822,anyone wanna help with an exam q?,PERMISSION
1823,hello where can i get some programming help with stats code using python?,PERMISSION
1824,can i ask a question about doing exercises?,PERMISSION
1825,what s a good channel to ask this in?,PERMISSION
1826,hey guys nice to meet y all i got one to many questions about hackerrank would this be the right channel to talk about it? ,PERMISSION
1827,anyone have access to ,PERMISSION
1828,does anyone code on mac here?,PERMISSION
1829,hey anyone good with graph neural nets?,PERMISSION
1830,anyone with expertise in excel willing to help me out with something over vc?,PERMISSION
1831,are any of you here still doing remote work for your data science data analyst work?,PERMISSION
1832,i need a quick help is anyone willing to do so?,PERMISSION
1833,hi can anyone help me with my project? i am stuck in the middle of it ,PERMISSION
1834,is here the right place to make some question?,PERMISSION
1835,can someone assist advise on data cleaning tools such as label studio or doccano? having some issues as a new user of the tools dm would be preferred ,PERMISSION
1836,any kagglers here?,PERMISSION
1837,anyone has any idea or was able to setup something similar?,PERMISSION
1838,does anyone know a free alternative to heroku?,PERMISSION
1839,hi everyone i am new here can you please share a link to get data engineering courses for free along with certifications?,PERMISSION
1840,hey any one is online??,PERMISSION
1841,anyone use looker studio here?,PERMISSION
1842,heyy any data science harvard students here?,PERMISSION
1843,hey any folks interested in quant finance?,PERMISSION
1844,has anybody done ibm data science course?,PERMISSION
1845,hi everyone do we have any senior python developer in the group?,PERMISSION
1846,anyone using the combo power level on google colab?,PERMISSION
1847,is this a place where i could ask advice about picking a major?,PERMISSION
1848,can someone help me understand what the issue is here?,PERMISSION
1849,has anyone ever did market segmentation using python? i have a school project where i have to do this and i would like to know some tips and tricks ,PERMISSION
1850,also has anyone here worked with tor or vpn used in python with help of stem or other such libraries?,PERMISSION
1851,so i m not allowed to ask for help or anything anymore?,PERMISSION
1852,will there be anyone who would like to help me implement this?,PERMISSION
1853,hello i am not sure if it is here where i should ask this question how can i add a role assisting to my profile?,PERMISSION
1854,hey anyone interested in collaborating and making some cool projects?,PERMISSION
1855,has anyone scrapped wikipedia at a large scale?,PERMISSION
1856,can anyone hop on and see if they can help me?,PERMISSION
1857,where s a good place to ask about convolution? specifically methods for defining kernel weights?,PERMISSION
1858,where i can post my doubts with picture in this server ? can anyone help me with this?,PERMISSION
1859,can anyone help me with error?,PERMISSION
1860,i know this is a data science discord but does anyone know any data analyst ones?,PERMISSION
1861,would anyone like to work for equity for me?,PERMISSION
1862,how do i get access to topics? i get lots of maths and stats problems ,PERMISSION
1863,do u need a special permission to access machine learning?,PERMISSION
1864,anyone knows what happened?,PERMISSION
1865,thanks does this mean this is not the right channel to ask the type of question i asked?,PERMISSION
1866,anyone came across some article on ds trends in ?,PERMISSION
1867,hi can someone help me with ggplot?,PERMISSION
1868,anyone using gdelt?,PERMISSION
1869,do i have to message someone to get access to the topics channels?,PERMISSION
1870,anyone knows whats the data science stack?,PERMISSION
1871,any cloduera users here?,PERMISSION
1872,anyone uses sas and could help me regarding t tests?,PERMISSION
1873,does anyone know about record linkage toolkit library?,PERMISSION
1874,i have more of a math image processing question is this the appropriate channel?,PERMISSION
1875,here you can find a person who is interested in applying ml in poker?,PERMISSION
1876,does everyone here have a degree in computer science?,PERMISSION
1877,also how can i get the student role?,PERMISSION
1878,as a beginner i m not getting any exact roadmap to start my data science journey can anyone guide me?,PERMISSION
1879,maybe do you have a specific question to ask?,PERMISSION
1880,anyone here shilling julia?,PERMISSION
1881,can i share links?,PERMISSION
1882,am i gonna get banned for asking question regarding data science masters program requirements?,PERMISSION
1883,anyone into optadata and mplsoccer?,PERMISSION
1884,is there any channel gor db or sql?,PERMISSION
1885, everyone can anyone help me understand bert model in nlp?,PERMISSION
1886,which text channel would i go to for linear programming help?,PERMISSION
1887,has anyone used google trend data for building analytical products?,PERMISSION
1888,why i m getting this error?,PERMISSION
1889,anyone from india here?,PERMISSION
1890,can i paste code here?,PERMISSION
1891,hello do we discuss deep learning in this server?,PERMISSION
1892,wanna explain a bit more about what they asked you about supervised learning or how you did offline evaluation? i m asking because it doesn t sound like a stats issue so esl might not be appropriate unless the questions were around model properties ,PERMISSION
1893,is there anyone good with r here?,PERMISSION
1894,has anyone applied some sort of transfer learning to time series in a panal data structure?,PERMISSION
1895,can anyone help me with my question above please? thanks a lot in advance for investing a piece of your precious time,PERMISSION
1896,anyone have any experience using entry level business intelligence software?,PERMISSION
1897,anyone working at palantir or have done the interviews and want to share their experiences?,PERMISSION
1898,does anyone have experience with tensorflow and hypertuning parameters?,PERMISSION
1899,any pro data sciencer can confirm if it is a good one? or maybe it has useless stuff that no one needs,PERMISSION
1900,ah here we go this was the bible ,PERMISSION
1901,hey anyone here made a contribution to pandas module?,PERMISSION
1902,is anyone here in the field of computational linguistics?,PERMISSION
1903,hi i am new to this field and joined as an analyst in a startup anyone with exp would like to answer some of my quiries regarding being a data analyst?,PERMISSION
1904,anyone wants to do this kaggle competition with me? ,PERMISSION
1905,anyone has ideas? i dont know what click information can do here ,PERMISSION
1906,speaking of useful plots in seconds has anyone made autoplot using ml?,PERMISSION
1907,i am wondering does anyone using bomboolib library for preprocessing or something else?,PERMISSION
1908,is anyone employed as data engineer?,PERMISSION
1909,oh its because u have the finance role can also ask you if you are from na or eu?,PERMISSION
1910,can i ask if you are from eu or na?,PERMISSION
1911,i see can i ask you if you are a data scientist?,PERMISSION
1912,how does one achieve access to those channels?,PERMISSION
1913,anyone do data science in uni for undergrad in the uk?,PERMISSION
1914,i don t understand the notion of wheel here is it some sort of permissions?,PERMISSION
1915,okay quick question has anyone here worked with radar data or even better aesa radar data?,PERMISSION
1916,anyone here have any experience or interest in forecasting analyzing global conflict?,PERMISSION
1917,by any chance has someone done the ocw coffee can radar? ,PERMISSION
1918,hello does anyone know if there are discord servers about statistics?,PERMISSION
1919,hello anyone uses alation in your company for data cataloguing governance?,PERMISSION
1920,anyone has experienced infosys consultants regarding ds? management is considering them,PERMISSION
1921,hello everyone is there by any chance anyone from france in here? in particular someone that studied statistics at a master s level?,PERMISSION
1922,sup everyone any experiences in working as a data scientist analyst for consultancy firm?,PERMISSION
1923,do you have any programming experience any maths experience any beneficial domain knowledge?,PERMISSION
1924,anyone familiar with haiku jax?,PERMISSION
1925,has anyone incorporated weather data into a predictive task?,PERMISSION
1926,can i also have access to career channel?,PERMISSION
1927,anyone into sport analytics?,PERMISSION
1928,does this server cover questions related to operations research?,PERMISSION
1929, is this where i ask questions?,PERMISSION
1930,anyone knows if there is an optimization discord server?,PERMISSION
1931,any fedora users here by any chance?,PERMISSION
1932,hello all i am a new member of this awesome community i was wondering how can i get access to post in career topic?,PERMISSION
1933,i know this isn t exactly a ds question but is anyone in the industry?,PERMISSION
1934,what are you considering as the alternatives here?,PERMISSION
1935,how do you gain access to the math channel?,PERMISSION
1936,anyone here know a lot about time tracking tools?,PERMISSION
1937,where is the bests channel to post visualizations for feed back?,PERMISSION
1938,anyoen got any experience with kafka?,PERMISSION
1939,anyone here a good web dev react dev and interested in freelance work?,PERMISSION
1940,does anyone use segment?,PERMISSION
1941,how many of you guys have experience automating bat scripts that basically query sql server and export them to an xlsx?,PERMISSION
1942,does anyone here use domino data lab?,PERMISSION
1943,does anybody here use f in their works? i am looking into it and it looks interesting,PERMISSION
1944,guys does someone have this paper? or a jama subscription ?,PERMISSION
1945,guys does anyone have a bit of experience with privacy preserving machine learning and would be interested in helping mentoring me for a project?,PERMISSION
1946,can anyone help with my question? ,PERMISSION
1947,does anyone here have kyc analytics or ds experience?,PERMISSION
1948,has anyone here been in a kaggle competition?,PERMISSION
1949,has anyone here used t sne quite a bit?,PERMISSION
1950,has anyone used aws athena successfully?,PERMISSION
1951,anyone have experience with team latex projects? was looking at using git and latex for reports and so far found ,PERMISSION
1952,thats what i am doing? i am asking professionals in this channel for opinion ,PERMISSION
1953,anyone who is a commerce graduate and now working as a data scientist?,PERMISSION
1954,does anyone know really? ,PERMISSION
1955,can i like dm you? if that s okay,PERMISSION
1956,anyone here who knows sas? need some help ,PERMISSION
1957,does anyone in here work in the fintech or finance industry? trying to break in and would like to chat ,PERMISSION
1958,any tableau experts here?,PERMISSION
1959,did anyone get me something for xmas?,PERMISSION
1960,does anyone use aws quicksights?,PERMISSION
1961,hey all anyone used machine learning or deep learning in sas that can give me general advice?,PERMISSION
1962,do i need to ask permission?,PERMISSION
1963,can someone plz help?,PERMISSION
1964,anyone here used microsoft foxpro?,PERMISSION
1965,so i just joined but i see that i can t ask about learning optimizations so does anyone know of a server or place that would be accepting of beginner questions like that?,PERMISSION
1966,are there any servers where people discuss data ethics?,PERMISSION
1967,hey is anyone who currently works as a program data business analyst open for a voice chat?,PERMISSION
1968,does anyone know how reinforcement learning models are created?,PERMISSION
1969,anyone know the difference between a data analyst and data operations associate?,PERMISSION
1970,hi guys i didn t know where else to ask this but regarding machine learning what is a training window?,PERMISSION
1971,is anyone familiar with vsphere?,PERMISSION
1972,what would the reasoning be here?,PERMISSION
1973,anyone here willing to help?,PERMISSION
1974,hey mods can i get access to the rest of the topics? i ve been here a while,PERMISSION
1975,hey guys can someone recommend me an advanced sql course? thanks,PERMISSION
1976,anyone used any of the gui event handling stuff in mpl? i ve never touched it,PERMISSION
1977,which channel is the best place to upload my jupyter notebook and ask some questions?,PERMISSION
1978,can i please get access to send messages in the channel?,PERMISSION
1979,hey if i m looking to hire a data analyst for a freelance gig where is the best channel to post?,PERMISSION
1980, pick any solution that already has it wdym by has it here?,PERMISSION
1981,hi would this be a good server for asking questions about machine learning?,PERMISSION
1982,how do i get access to the topics?,PERMISSION
1983,dude i ve asked 3 times now where does this equation come from?,PERMISSION
1984,hi guys im a beginner at rstudio and i m stuck on a problem can someone help me here?,PERMISSION
1985,i m currently doing classes in wozu has anyone used them for data science before?,PERMISSION
1986,does anyone here do bioinformatics?,PERMISSION
1987,any project idea?,PERMISSION
1988,can i post about the blogs i write on medium related to advanced ai?,PERMISSION
1989,can i ask a question guys?,PERMISSION
1990,can anyone be bothered to do some code review? thanks,PERMISSION
1991,anyone registered for kaggle s 30 days of ml?,PERMISSION
1992,hello all has anyone worked with fbprophet?,PERMISSION
1993,can someone help me understand logistic regression optimization?,PERMISSION
1994,hi can anyone help me with pca?,PERMISSION
1995,has anyone ever worked on product categorization using their descriptions in a dataset? i need a good algorithm that i can implement for categorization unsupervised learning ,PERMISSION
1996,has anyone ever used any of these other besides kaggle?,PERMISSION
1997,hi guys i am hoping someone can help anyone here familiar with mysql??,PERMISSION
1998,uhm i have math related question but i m not allowed to ask question in will this be the right place then?,PERMISSION
1999,hey anyone here had experience working with plotly?,PERMISSION
2000,where should i ask discuss kaggle competition related questions?,PERMISSION
2001,good evening everyone hope your doing well anyone is familiar with linear regression and pca in r?,PERMISSION
2002,hi someone here tried deepnote com? do you recommended?,PERMISSION
2003,see that one ad for apple where some dumb kid uses an ipad and asks wtf is a computer?,PERMISSION
2004,i assume most people here have a background in applied optimization right?,PERMISSION
2005,hey is anyone here good with r?,PERMISSION
2006,has anyone used mindsdb? ,PERMISSION
2007,do anyone of you know about regression?,PERMISSION
2008,i think having at least 2 analysts get at least 8 correct guesses would be if anyone can help to confirm?,PERMISSION
2009,hi can i ask for some help for my school project?,PERMISSION
2010,was this a dm or did i miss the creepyjuvenilepasta?,PERMISSION
2011,how do i get a student role? sorry if this has already been asked ,PERMISSION
2012,anyone familiar with amazon glue?,PERMISSION
2013,how do you get the student role?,PERMISSION
2014,is anyone with hardware understanding available right now?,PERMISSION
2015,any r expert here? need help in understanding a small code,PERMISSION
2016,i keep facing this strange error the exact code was working perfectly yesterday anyone please able to help?,PERMISSION
2017,anyone able to help me with this error?,PERMISSION
2018,wait have the rules been updated so you now can t access certain channels? i remember being able to access them before but now i can t,PERMISSION
2019,but does anyone have a middleground between beamer and powerpoint?,PERMISSION
2020,hey guys can i ask anything here related bro science?,PERMISSION
2021,oh sorry what s the right channel for free event? ,PERMISSION
2022,hi guys does anyone here work with nextflow? i m stuck and don t know what to do,PERMISSION
